C1 School Closing,C1_flag,C2 Workplace Closures,C2_flag,C3 Cancel public events,C3_flag,C4 Public Gathering Restrictions,C4_flag,C5 Close public transport,C5_flag,C6 Stay at home requirements,C6_flag,C7 Restrictions on internal movements,C7_flag,C8 International Travel Controls,E1 Income Support,E1_flag,E2 Debt / Contract Relief for Households,E3 Fiscal measures,E4 Support for Other Countries,H1 Public Info Campaigns,H1_flag,H2 Testing policy,H3 Contact tracing,H4 Emergency investment in health care,H5 Investment in vaccines,date,region,Government response index,Containment and health index,Stringency index,Economic support index
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-07,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-08,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-09,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-10,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-11,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-12,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-13,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-14,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-15,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-16,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-17,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-18,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-19,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-20,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-21,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-22,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-23,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-24,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-25,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-26,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-27,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-28,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-29,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-30,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-31,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-01,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-02,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-03,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-04,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-05,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-06,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-07,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-08,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-09,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-10,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-11,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-12,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-13,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-14,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-15,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-16,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-17,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-18,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-19,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-20,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-21,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-22,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-23,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-24,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-25,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-26,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020-02-27,Manitoba,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-02-28,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-02-29,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-01,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-02,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-03,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-04,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-05,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-06,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-07,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-08,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,0,0,2020-03-09,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-10,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-11,Manitoba,3,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-12,Manitoba,3,4,5,0
2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-13,Manitoba,8,10,12,0
2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-14,Manitoba,8,10,12,0
2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-15,Manitoba,8,10,12,0
2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-16,Manitoba,8,10,12,0
2.0,1.0,2.0,1.0,0,0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-17,Manitoba,14,16,20,0
2.0,1.0,2.0,1.0,0,0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-18,Manitoba,14,16,20,0
2.0,1.0,2.0,1.0,0,0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,35200000.0,0,2020-03-19,Manitoba,14,16,20,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,62800000.0,0,2020-03-20,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,62800000.0,0,2020-03-21,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,62800000.0,0,2020-03-22,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,64065000.0,0,2020-03-23,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,64065000.0,0,2020-03-24,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,64065000.0,0,2020-03-25,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,3.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,64065000.0,0,2020-03-26,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-03-27,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-03-28,Manitoba,19,23,28,0
2.0,1.0,2.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-03-29,Manitoba,19,23,28,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-03-30,Manitoba,22,26,32,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-03-31,Manitoba,22,26,32,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-04-01,Manitoba,22,26,32,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,0,0,0,1.0,1.0,0,0,68565000.0,0,2020-04-02,Manitoba,22,26,32,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,0,2020-04-03,Manitoba,22,26,32,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,0,0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,0,2020-04-04,Manitoba,22,26,32,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,0,2020-04-05,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,0,2020-04-06,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,0,2020-04-07,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,5000000.0,2020-04-08,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,5000000.0,2020-04-09,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,5000000.0,2020-04-10,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,5000000.0,2020-04-11,Manitoba,26,31,37,0
2.0,1.0,3.0,1.0,2.0,0.0,4.0,,0,0,0,0,1.0,1.0,,0,0,,155000000.0,0,1.0,1.0,0,0,169765000.0,5000000.0,2020-04-12,Manitoba,26,31,37,0
